vile,year,transmission,fuel,mileage,marque,model,doors,orgine,premiere_main,puissance_fiscale,etat,price,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Tanger,2022.0,Automatique,Diesel,60000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Excellent,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2014.0,Automatique,Diesel,190000.0,Mercedes-Benz,220,5.0,Dédouanée,Non,9.0,Excellent,270000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Tanger,2021.0,Automatique,Essence,65000.0,Fiat,500,3.0,WW au Maroc,Oui,7.0,Excellent,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kénitra,2010.0,Manuelle,Essence,190000.0,Peugeot,207,5.0,WW au Maroc,Non,8.0,Très bon,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakhla,2010.0,Automatique,Diesel,200000.0,Volkswagen,Touareg,5.0,WW au Maroc,Non,9.0,Très bon,110000,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
Tanger,2023.0,Automatique,Diesel,40000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Excellent,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2013.0,Automatique,Diesel,180000.0,Renault,Koleos,5.0,WW au Maroc,,,,135000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tanger,2021.0,Manuelle,Diesel,55000.0,Fiat,Fiorino,5.0,WW au Maroc,Oui,6.0,Excellent,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2013.0,Automatique,Diesel,190000.0,Fiat,Freemont,5.0,WW au Maroc,Oui,8.0,Très bon,105000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Ksar el-Kebir,2016.0,Manuelle,Diesel,130000.0,Dacia,Sandero,,,,,,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Jadida,2018.0,Manuelle,Diesel,150000.0,Volkswagen,Caddy,,,,,,165000,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
El Jadida,2019.0,Manuelle,Diesel,75000.0,Fiat,Fiorino,5.0,WW au Maroc,Oui,5.0,Neuf,105000,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1
El Jadida,2018.0,Manuelle,Diesel,150000.0,Volkswagen,Caddy,,,,,,165000,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Marrakech,2012.0,Manuelle,Diesel,250000.0,Renault,Kangoo,,,,,,75000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Agadir,2018.0,Manuelle,Diesel,120000.0,Renault,Megane,5.0,WW au Maroc,Non,6.0,Excellent,147000,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
El Jadida,2016.0,Manuelle,Diesel,100000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Neuf,95000,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
Salé,2019.0,Manuelle,Essence,120000.0,Kia,Picanto,5.0,WW au Maroc,Non,6.0,Excellent,92000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Fès,2008.0,Manuelle,Diesel,250000.0,Volkswagen,Passat,5.0,Importée neuve,Non,8.0,Très bon,88000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Rabat,2015.0,Manuelle,Diesel,170000.0,Dacia,Duster,5.0,WW au Maroc,Non,6.0,Excellent,125000,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
Casablanca,2013.0,Automatique,Diesel,190000.0,Fiat,Freemont,5.0,WW au Maroc,Oui,8.0,Très bon,105000,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Marrakech,2021.0,Automatique,Essence,110000.0,Mini,Countryman,5.0,Pas encore dédouanée,Oui,8.0,Très bon,250000,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Oujda,2022.0,Automatique,Essence,60000.0,Kia,Picanto,5.0,WW au Maroc,Non,7.0,Excellent,148000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tanger,2020.0,Manuelle,Diesel,150000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Excellent,175000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2012.0,Manuelle,Diesel,200000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Très bon,79000,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
Marrakech,2023.0,Automatique,Diesel,60000.0,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8.0,Neuf,325000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Rabat,2019.0,Automatique,Diesel,100000.0,Peugeot,308,5.0,WW au Maroc,Oui,6.0,Excellent,165000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Rabat,2015.0,Manuelle,Diesel,100000.0,Alfa Romeo,MiTo,5.0,Importée neuve,Non,7.0,Excellent,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2015.0,Manuelle,Diesel,120000.0,Kia,Ceed,5.0,WW au Maroc,Oui,6.0,Très bon,123000,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Kénitra,2020.0,Manuelle,Diesel,70000.0,Skoda,Scala,5.0,WW au Maroc,Oui,6.0,Excellent,185000,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1
Casablanca,2019.0,Automatique,Essence,40000.0,Citroën,C3,5.0,WW au Maroc,Non,9.0,Excellent,139000,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1
Laâyoune,2007.0,Manuelle,Diesel,300000.0,Toyota,RAV-4,5.0,,,,,75000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Ksar el-Kebir,2003.0,Manuelle,Diesel,300000.0,Peugeot,406,5.0,Dédouanée,Oui,8.0,Excellent,55000,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Tanger,2022.0,Manuelle,Diesel,50000.0,Seat,Arona,5.0,WW au Maroc,Oui,6.0,Excellent,205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safi,2006.0,Automatique,Diesel,250000.0,Volvo,S60,5.0,,,,,55000,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
El Jadida,2007.0,Manuelle,Diesel,200000.0,Citroën,C3,5.0,Dédouanée,Non,6.0,Très bon,68000,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1
Marrakech,2017.0,Manuelle,Essence,10000.0,Fiat,500,3.0,WW au Maroc,Non,7.0,Excellent,104000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Rabat,2005.0,Manuelle,Diesel,250000.0,Peugeot,Partner,5.0,WW au Maroc,Non,7.0,Très bon,50000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Tanger,2014.0,Manuelle,Diesel,200000.0,Audi,Q5,5.0,WW au Maroc,Non,8.0,Excellent,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2012.0,Automatique,Diesel,300000.0,Volkswagen,Touareg,5.0,Importée neuve,Non,12.0,Excellent,135000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Temara,2016.0,Manuelle,Diesel,180000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Excellent,105000,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Tanger,2019.0,Automatique,Diesel,140000.0,Renault,Megane,5.0,WW au Maroc,Oui,6.0,Excellent,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2019.0,Manuelle,Diesel,170000.0,Citroën,C3,5.0,WW au Maroc,Oui,6.0,Excellent,115000,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
Fès,2015.0,Manuelle,Diesel,130000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Excellent,135000,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
El Jadida,2022.0,Automatique,Essence,75000.0,Fiat,500,3.0,WW au Maroc,Non,7.0,Excellent,132000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Tétouan,2019.0,Automatique,Diesel,150000.0,Peugeot,3008,5.0,WW au Maroc,Oui,8.0,Excellent,255000,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
Casablanca,2011.0,Automatique,Diesel,250000.0,Honda,Accord,5.0,WW au Maroc,Oui,9.0,Excellent,100000,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
Kénitra,2012.0,Manuelle,Essence,90000.0,Kia,Picanto,5.0,WW au Maroc,Non,6.0,Excellent,69000,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
Agadir,2016.0,Automatique,Diesel,190000.0,Volkswagen,Touran,5.0,Dédouanée,,,,208000,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
Casablanca,2011.0,Manuelle,Diesel,180000.0,Hyundai,ix35,5.0,,,,,119000,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Tanger,2019.0,Manuelle,Diesel,140000.0,Renault,Megane,5.0,WW au Maroc,Oui,6.0,Excellent,159000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2021.0,Manuelle,Diesel,190000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Très bon,163000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Kénitra,2021.0,Automatique,Diesel,45000.0,Ford,Focus,5.0,WW au Maroc,Non,8.0,Excellent,210000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
El Jadida,2011.0,Manuelle,Diesel,200000.0,Fiat,Albea,5.0,WW au Maroc,Non,5.0,Excellent,59000,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Casablanca,2000.0,Manuelle,Diesel,0.0,BMW,Série 5,,,,,,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agadir,2008.0,Manuelle,Essence,70000.0,Suzuki,Alto,5.0,WW au Maroc,Non,5.0,Excellent,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agadir,2015.0,Manuelle,Diesel,250000.0,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8.0,Excellent,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2022.0,Manuelle,Diesel,70000.0,Renault,Express,5.0,WW au Maroc,Oui,6.0,Excellent,140000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
El Jadida,2015.0,Automatique,Essence,110000.0,Hyundai,i10,5.0,WW au Maroc,Non,6.0,Excellent,83000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
Settat,2012.0,Manuelle,Diesel,150000.0,Volkswagen,Golf 6,5.0,Importée neuve,Non,6.0,Très bon,118000,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
Rabat,2015.0,Automatique,Diesel,180000.0,Volvo,V40,5.0,WW au Maroc,Non,6.0,Très bon,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2020.0,Manuelle,Diesel,95000.0,Dacia,Logan,5.0,WW au Maroc,Oui,6.0,Excellent,128000,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
Rabat,2018.0,Automatique,Diesel,160000.0,Volkswagen,Golf 7,5.0,Dédouanée,Non,8.0,Très bon,298000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2021.0,Manuelle,Diesel,40000.0,Toyota,Hilux,5.0,WW au Maroc,Oui,8.0,Neuf,310000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Rabat,2019.0,Manuelle,Diesel,70000.0,Nissan,Micra,,,,,,129000,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
Tanger,2013.0,Manuelle,Diesel,200000.0,Renault,Kangoo,5.0,WW au Maroc,Non,6.0,Excellent,103000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Casablanca,2020.0,Automatique,Diesel,40000.0,Volkswagen,Tiguan,,,,,,305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Automatique,Diesel,80000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,147000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Tanger,2020.0,Manuelle,Essence,70000.0,Hyundai,i10,5.0,WW au Maroc,Non,6.0,Très bon,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meknès,2016.0,Manuelle,Diesel,180000.0,Citroën,C3,5.0,WW au Maroc,Non,6.0,Bon,95000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Casablanca,2022.0,Automatique,Diesel,70000.0,Hyundai,Tucson,5.0,WW au Maroc,Oui,6.0,Excellent,306000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bouskoura,2021.0,Manuelle,Diesel,150000.0,Dacia,Dokker,5.0,,,,,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Hoceima,2009.0,Manuelle,Diesel,250000.0,Peugeot,407,5.0,Importée neuve,Non,8.0,Très bon,65000,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
Rabat,2022.0,Manuelle,Diesel,140000.0,Dacia,Dokker,5.0,WW au Maroc,Non,6.0,Très bon,133000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Casablanca,2019.0,Automatique,Diesel,75000.0,Skoda,Octavia,5.0,WW au Maroc,Oui,8.0,,198000,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
Casablanca,2021.0,Manuelle,Diesel,70000.0,Citroën,C-Elysée,5.0,WW au Maroc,Oui,6.0,Excellent,123000,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
Temara,2016.0,Manuelle,Diesel,15000.0,Hyundai,Elantra,5.0,WW au Maroc,Non,6.0,Excellent,130000,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
Tanger,2011.0,Manuelle,Essence,15000.0,Volkswagen,Polo,5.0,WW au Maroc,Non,4.0,Très bon,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2015.0,Manuelle,Diesel,190000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Excellent,125000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2013.0,Manuelle,Diesel,130000.0,Peugeot,206,5.0,WW au Maroc,Non,6.0,Très bon,75000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Casablanca,2020.0,Automatique,Diesel,70000.0,Seat,Ateca,5.0,WW au Maroc,Oui,8.0,Excellent,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2011.0,Manuelle,Diesel,250000.0,Ford,Kuga,,,,,,110000,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1
Temara,2011.0,Manuelle,Diesel,180000.0,Mazda,3,5.0,WW au Maroc,Non,6.0,Très bon,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Manuelle,Diesel,80000.0,Ford,Fiesta,5.0,WW au Maroc,Oui,6.0,Très bon,125000,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1
El Jadida,2020.0,Automatique,Diesel,130000.0,Kia,Sportage,5.0,WW au Maroc,Oui,8.0,Excellent,210000,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
Settat,2013.0,Automatique,Diesel,140000.0,Mercedes-Benz,Classe B,5.0,WW au Maroc,Non,7.0,Très bon,165000,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1
Rabat,2018.0,Automatique,Diesel,130000.0,Volvo,S90,,,,,,255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2007.0,Manuelle,Essence,20000.0,Chery,QQ,5.0,WW au Maroc,Non,5.0,Très bon,25000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2009.0,Manuelle,Diesel,20000.0,Opel,Corsa,5.0,WW au Maroc,Non,5.0,Très bon,72000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Bouskoura,2006.0,Manuelle,Diesel,45000.0,Peugeot,Partner,3.0,Dédouanée,Oui,7.0,Bon,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,130000.0,Fiat,Tipo,5.0,WW au Maroc,,,,138000,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Marrakech,2013.0,Manuelle,Diesel,190000.0,Renault,Captur,5.0,WW au Maroc,Non,6.0,Excellent,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2009.0,Manuelle,Essence,200000.0,Seat,Ibiza,5.0,,,,,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salé,2011.0,Manuelle,Diesel,150000.0,Dacia,Duster,,,,,,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidi Slimane,2014.0,Manuelle,Diesel,180000.0,Volkswagen,Golf 7,5.0,Dédouanée,Non,6.0,Très bon,158000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marrakech,2010.0,Manuelle,Essence,20000.0,Citroën,C1,5.0,WW au Maroc,,,,57000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Casablanca,2020.0,Automatique,Diesel,75000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Très bon,173000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Ait Boubidmane,2017.0,Manuelle,Diesel,190000.0,Opel,Astra,5.0,WW au Maroc,Oui,6.0,Excellent,150000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Rabat,2019.0,Manuelle,Diesel,90000.0,Fiat,Tipo,5.0,WW au Maroc,Oui,5.0,Très bon,125000,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1
Marrakech,2019.0,Automatique,Diesel,90000.0,Jeep,Wrangler,3.0,WW au Maroc,Non,11.0,Excellent,350000,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
Casablanca,2012.0,Manuelle,Diesel,200000.0,Hyundai,i30,5.0,WW au Maroc,Non,6.0,Très bon,80000,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1
Agadir,2020.0,Manuelle,Diesel,55000.0,Hyundai,H350,5.0,WW au Maroc,Oui,10.0,Excellent,229999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fès,2012.0,Manuelle,Essence,65000.0,Renault,Twingo,,,,,,73000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Casablanca,2021.0,Automatique,Diesel,90000.0,Renault,Megane,5.0,WW au Maroc,Oui,6.0,Très bon,188000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Casablanca,2022.0,Manuelle,Diesel,80000.0,Peugeot,301,5.0,WW au Maroc,Oui,6.0,Très bon,123000,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1
Casablanca,2021.0,Automatique,Diesel,30000.0,Volkswagen,Passat,5.0,WW au Maroc,Oui,8.0,Très bon,293000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
El Jadida,2013.0,Manuelle,Diesel,250000.0,Mitsubishi,Pajero,5.0,WW au Maroc,Non,11.0,Très bon,120000,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
Casablanca,2022.0,Manuelle,Diesel,80000.0,Renault,Express,5.0,,,,,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meknès,2020.0,Manuelle,Diesel,200000.0,Skoda,Octavia,5.0,WW au Maroc,Oui,8.0,Excellent,190000,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Oujda,2002.0,Manuelle,Diesel,30000.0,Volkswagen,Passat,5.0,WW au Maroc,Non,8.0,Bon,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Béni Mellal,2015.0,Automatique,Diesel,80000.0,Mercedes-Benz,Classe S,5.0,WW au Maroc,Non,12.0,Excellent,340000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Temara,2021.0,Automatique,Diesel,150000.0,Volkswagen,Touareg,,,,,,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2021.0,Automatique,Diesel,160000.0,Volkswagen,Touareg,,,,,,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2018.0,Automatique,Diesel,10000.0,Toyota,RAV-4,5.0,WW au Maroc,Oui,9.0,Excellent,240000,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1
Temara,2022.0,Manuelle,Diesel,45000.0,Seat,Arona,,,,,,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2019.0,Manuelle,Diesel,120000.0,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8.0,Excellent,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2023.0,Automatique,Diesel,25000.0,Volkswagen,Golf 8,5.0,WW au Maroc,Oui,8.0,Excellent,330000,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
Marrakech,2013.0,Manuelle,Essence,150000.0,Hyundai,i10,5.0,WW au Maroc,Non,6.0,Très bon,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2016.0,Manuelle,Diesel,130000.0,Fiat,500,,,,,,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2013.0,Automatique,Diesel,200000.0,Volkswagen,Golf 7,,,,,,168000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Casablanca,2012.0,Automatique,Diesel,100000.0,Hyundai,Santa Fe,5.0,WW au Maroc,,,,82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2016.0,Manuelle,Diesel,130000.0,Nissan,Qashqai,5.0,WW au Maroc,Non,6.0,Très bon,173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fès,2003.0,Manuelle,Diesel,250000.0,Volkswagen,Golf 4,5.0,Dédouanée,Non,8.0,Très bon,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2012.0,Automatique,Diesel,140000.0,BMW,Série 5,5.0,WW au Maroc,Non,8.0,Excellent,169000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Tanger,2003.0,Manuelle,Diesel,200000.0,Mercedes-Benz,Classe E,5.0,Dédouanée,Non,9.0,Bon,66000,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Casablanca,2023.0,Automatique,Diesel,40000.0,Volkswagen,T-Roc,5.0,WW au Maroc,,,,315000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Rabat,2019.0,Automatique,Diesel,110000.0,BMW,Série 4,5.0,,,,,345000,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Meknès,2010.0,Manuelle,Diesel,0.0,Hyundai,Santa Fe,5.0,WW au Maroc,,,,98000,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Taroudant,2013.0,Manuelle,Essence,10000.0,Zotye,Nomad,5.0,WW au Maroc,,,,22000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Taza,2016.0,Automatique,Diesel,150000.0,Kia,Optima,5.0,WW au Maroc,Non,7.0,Très bon,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tétouan,2009.0,Manuelle,Diesel,25000.0,Volkswagen,Golf 6,5.0,Dédouanée,Non,8.0,Bon,118000,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Agadir,2008.0,Manuelle,Diesel,200000.0,Volkswagen,Gol,,,,,,90000,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
Casablanca,2009.0,Manuelle,Diesel,200000.0,Chevrolet,Captiva,5.0,WW au Maroc,Non,8.0,Très bon,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salé,2022.0,Manuelle,Essence,90000.0,Kia,Picanto,5.0,WW au Maroc,Oui,5.0,Très bon,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Souk Sebt Ouled Nemma,1997.0,Manuelle,Diesel,40000.0,Mercedes-Benz,250,5.0,Importée neuve,Non,9.0,Bon,52000,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
Tanger,2008.0,Manuelle,Essence,150000.0,Seat,Leon,5.0,WW au Maroc,Oui,9.0,Très bon,65000,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1
Marrakech,2021.0,Automatique,Diesel,40000.0,Volkswagen,Passat,5.0,WW au Maroc,Non,8.0,Excellent,265000,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
Marrakech,2002.0,Manuelle,Essence,70000.0,Opel,Vectra,,,,,,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouarzazate,2018.0,Manuelle,Diesel,110000.0,Dacia,Duster,5.0,Dédouanée,,,,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agadir,2020.0,Automatique,Diesel,90000.0,Volkswagen,Jetta,5.0,WW au Maroc,Non,8.0,Excellent,195000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ouarzazate,2020.0,Manuelle,Diesel,65000.0,Dacia,Dokker,5.0,Dédouanée,,,,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2012.0,Manuelle,Diesel,200000.0,Volkswagen,Polo,5.0,WW au Maroc,Non,5.0,Très bon,88000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2023.0,Manuelle,Diesel,50000.0,Dacia,Logan,,,,,,149000,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
Tanger,1998.0,Manuelle,Diesel,180000.0,Volkswagen,Passat,5.0,,,,,75000,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
Casablanca,2005.0,Manuelle,Essence,15000.0,Mini,Cooper,3.0,,,,,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2016.0,Automatique,Diesel,0.0,BMW,X5,5.0,WW au Maroc,Oui,13.0,Bon,205000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2022.0,Manuelle,Diesel,95000.0,Citroën,C3,5.0,WW au Maroc,Oui,6.0,Excellent,150000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Ouarzazate,2018.0,Automatique,Diesel,110000.0,Dacia,Duster,5.0,Dédouanée,,,,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2021.0,Manuelle,Diesel,140000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,129000,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
Casablanca,2022.0,Manuelle,Diesel,70000.0,Renault,Express,3.0,WW au Maroc,Oui,6.0,Excellent,142000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
Casablanca,2013.0,Automatique,Diesel,200000.0,Audi,A6,5.0,WW au Maroc,Oui,8.0,Excellent,185000,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
Agadir,2008.0,Manuelle,Essence,200000.0,Chevrolet,Beretta,5.0,WW au Maroc,Non,9.0,Excellent,50000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
