vile,year,transmission,fuel,mileage,marque,model,doors,orgine,premiere_main,puissance_fiscale,etat,price,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Casablanca,2012.0,Manuelle,Diesel,180000.0,Nissan,Qashqai,5.0,WW au Maroc,Non,6.0,Très bon,128000,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
Kénitra,2021.0,Automatique,Diesel,0.0,Skoda,Kamiq,5.0,,,,,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kénitra,2018.0,Manuelle,Diesel,180000.0,Audi,A3,5.0,Dédouanée,,,,235000,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
Casablanca,2008.0,Manuelle,Diesel,250000.0,Volkswagen,Golf 5,5.0,,,,,68000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Casablanca,2009.0,Manuelle,Diesel,20000.0,Mini,Cooper,3.0,Dédouanée,Non,4.0,Excellent,80000,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1
Béni Mellal,2018.0,Manuelle,Diesel,75000.0,Volkswagen,Touran,5.0,WW au Maroc,Non,8.0,Excellent,230000,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
Kénitra,2002.0,Manuelle,Diesel,300000.0,Peugeot,306,5.0,,,,,49000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tanger,2014.0,Manuelle,Diesel,250000.0,Mercedes-Benz,Citan,5.0,Dédouanée,Non,7.0,Excellent,138000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fès,2004.0,Manuelle,Diesel,85000.0,Peugeot,Partner,5.0,WW au Maroc,Non,7.0,,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Tanger,2005.0,Automatique,Diesel,250000.0,Toyota,Prado,3.0,Dédouanée,Non,12.0,Excellent,210000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2018.0,Automatique,Diesel,130000.0,BMW,X1,5.0,WW au Maroc,Non,8.0,Très bon,210000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2013.0,Manuelle,Diesel,130000.0,Ford,Fiesta,,,,,,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2008.0,Manuelle,Diesel,35000.0,Land Rover,Freelander,5.0,WW au Maroc,Non,9.0,Très bon,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2013.0,Manuelle,Diesel,130000.0,Ford,Fiesta,,,,,,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2013.0,Manuelle,Diesel,130000.0,Ford,Fiesta,,,,,,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2013.0,Manuelle,Diesel,130000.0,Ford,Fiesta,5.0,WW au Maroc,Non,6.0,Excellent,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidi Kacem,2017.0,Manuelle,Diesel,150000.0,Nissan,Juke,5.0,WW au Maroc,Non,6.0,Excellent,147000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2013.0,Manuelle,Diesel,130000.0,Ford,Fiesta,,,,,,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fès,2020.0,Manuelle,Diesel,80000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Excellent,120000,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
Youssoufia,1998.0,Manuelle,Diesel,30000.0,Ford,Mondeo,5.0,WW au Maroc,Non,7.0,Bon,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2015.0,Automatique,Diesel,150000.0,Volvo,XC60,3.0,WW au Maroc,,,,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2006.0,Manuelle,Essence,170000.0,Volkswagen,Golf Plus,5.0,Dédouanée,Oui,6.0,Bon,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mers El Kheir,2011.0,Manuelle,Diesel,250000.0,Dacia,Logan,,,,,,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2017.0,Automatique,Diesel,160000.0,Volkswagen,Tiguan,5.0,Importée neuve,Non,42.0,Très bon,350000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tan-Tan,1995.0,Manuelle,Essence,35000.0,Peugeot,106,5.0,Dédouanée,Non,6.0,Bon,26000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Rabat,2019.0,Manuelle,Essence,0.0,Volkswagen,Polo,5.0,WW au Maroc,Oui,6.0,Excellent,129000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2021.0,Automatique,Diesel,80000.0,Volkswagen,Touareg,,,,,,390000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Casablanca,2021.0,Manuelle,Diesel,50000.0,Kia,Seltos,5.0,WW au Maroc,Oui,6.0,Excellent,225000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Fès,2014.0,Automatique,Diesel,180000.0,Audi,Q5,5.0,Dédouanée,Oui,8.0,Excellent,265000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Agadir,2015.0,Manuelle,Diesel,180000.0,Dacia,Duster,5.0,WW au Maroc,Non,7.0,Bon,118000,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
Rabat,2019.0,Manuelle,Essence,0.0,Volkswagen,Polo,5.0,WW au Maroc,Oui,6.0,Excellent,129000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tan-Tan,1995.0,Manuelle,Essence,35000.0,Peugeot,106,5.0,Dédouanée,Non,6.0,Bon,26000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Casablanca,2021.0,Automatique,Diesel,80000.0,Volkswagen,Touareg,,,,,,390000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Oujda,2002.0,Manuelle,Diesel,20000.0,Renault,Clio,5.0,Dédouanée,Non,7.0,Neuf,55500,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Nador,2000.0,Manuelle,Diesel,10000.0,Volkswagen,Golf 4,5.0,WW au Maroc,Non,8.0,Excellent,63000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Casablanca,2017.0,Automatique,Diesel,180000.0,Hyundai,i40,5.0,WW au Maroc,Non,7.0,Très bon,157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2020.0,Manuelle,Diesel,120000.0,Dacia,Dokker,5.0,WW au Maroc,Oui,6.0,Excellent,131000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
Meknès,2010.0,Manuelle,Diesel,45000.0,Audi,Q3,5.0,Dédouanée,Non,6.0,Très bon,105000,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
Béni Mellal,2018.0,Manuelle,Diesel,130000.0,Hyundai,Tucson,,,,,,215000,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2010.0,Manuelle,Diesel,10000.0,Audi,Q3,5.0,Dédouanée,Non,6.0,Très bon,105000,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Agadir,2018.0,Manuelle,Diesel,180000.0,Peugeot,208,5.0,WW au Maroc,Oui,6.0,Très bon,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2016.0,Automatique,Diesel,90000.0,BMW,Série 3,5.0,WW au Maroc,Non,8.0,Excellent,215000,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
Casablanca,1999.0,Manuelle,Essence,25000.0,Peugeot,306,5.0,WW au Maroc,Non,8.0,Bon,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Casablanca,2009.0,Automatique,Diesel,200000.0,BMW,X5,5.0,Dédouanée,Non,12.0,Excellent,85000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Agadir,2000.0,Manuelle,Diesel,90000.0,Renault,Espace,5.0,Dédouanée,,,,65000,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
Taroudant,2012.0,Automatique,Diesel,200000.0,Mercedes-Benz,Classe CLS,5.0,WW au Maroc,Non,9.0,Très bon,220000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2023.0,Manuelle,Diesel,70000.0,Renault,Express,3.0,WW au Maroc,Oui,6.0,Excellent,130000,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
El Jadida,2013.0,Manuelle,Essence,120000.0,Hyundai,i10,5.0,WW au Maroc,Non,6.0,Très bon,67000,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
Rabat,2009.0,Manuelle,Essence,85000.0,Mini,Cooper,3.0,WW au Maroc,Non,8.0,Très bon,68000,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
Laâyoune,2009.0,Manuelle,Diesel,80000.0,Honda,CR-V,5.0,WW au Maroc,Non,9.0,Très bon,95000,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
Fès,2017.0,Manuelle,Diesel,120000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Très bon,115000,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Fès,2020.0,Manuelle,Diesel,80000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Excellent,120000,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0
Oujda,2021.0,Manuelle,Diesel,120000.0,Hyundai,i20,5.0,WW au Maroc,Oui,6.0,Excellent,138000,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1
Mediouna,2013.0,Automatique,Diesel,200000.0,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8.0,Excellent,200500,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1
Tanger,2020.0,Automatique,Diesel,65000.0,Peugeot,3008,5.0,WW au Maroc,Oui,8.0,Excellent,256000,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Marrakech,2014.0,Automatique,Diesel,160000.0,Fiat,Freemont,5.0,,,,,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2005.0,Manuelle,Diesel,65000.0,Fiat,Uno,5.0,,,,,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taza,2020.0,Manuelle,Diesel,150000.0,Seat,Leon,5.0,WW au Maroc,Non,6.0,Très bon,158000,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Mers El Kheir,2011.0,Manuelle,Diesel,250000.0,Dacia,Logan,5.0,,,,,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mers El Kheir,2011.0,Manuelle,Diesel,250000.0,Dacia,Logan,5.0,,,,,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2014.0,Automatique,Diesel,160000.0,Fiat,Freemont,5.0,,,,,98000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Essaouira,2007.0,Automatique,Diesel,300000.0,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9.0,Très bon,86000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
Meknès,2015.0,Manuelle,Diesel,140000.0,Citroën,C4,5.0,WW au Maroc,Oui,6.0,Neuf,109000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2011.0,Automatique,Diesel,150000.0,Volvo,XC60,5.0,,,,,128000,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
Rabat,2020.0,Automatique,Diesel,150000.0,Toyota,Fortuner,5.0,WW au Maroc,Oui,10.0,Très bon,320000,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Tifelt,2010.0,Manuelle,Diesel,200000.0,Opel,Insignia,5.0,WW au Maroc,Non,8.0,Bon,72000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2019.0,Automatique,Diesel,170000.0,Volkswagen,Touran,5.0,Dédouanée,Oui,6.0,Excellent,235000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
Tétouan,2021.0,Automatique,Diesel,65000.0,Hyundai,Tucson,,,,,,320000,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Marrakech,2014.0,Manuelle,Diesel,5000.0,Renault,Kangoo,5.0,WW au Maroc,Non,6.0,Très bon,110000,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
Casablanca,2012.0,Manuelle,Diesel,250000.0,Volkswagen,Caddy,5.0,WW au Maroc,Non,6.0,Excellent,112000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Casablanca,2009.0,Manuelle,Diesel,95000.0,Dacia,Logan,5.0,WW au Maroc,Non,6.0,Bon,68000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Agadir,2017.0,Automatique,Diesel,150000.0,Hyundai,Accent,5.0,WW au Maroc,Non,6.0,Très bon,125000,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
Tétouan,2019.0,Automatique,Diesel,65000.0,Opel,Antara,5.0,WW au Maroc,Non,5.0,Excellent,190000,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
Temara,2019.0,Manuelle,Diesel,200000.0,Fiat,Fiorino,5.0,WW au Maroc,Non,5.0,Très bon,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Manuelle,Diesel,95000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,170000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Fès,2024.0,Manuelle,Diesel,0.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,180000,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Laâyoune,2022.0,Manuelle,Diesel,65000.0,Citroën,C5,5.0,WW au Maroc,Oui,6.0,Excellent,230000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fès,2019.0,Manuelle,Diesel,80000.0,Dacia,Dokker,5.0,WW au Maroc,Non,6.0,Très bon,117000,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
Safi,2022.0,Manuelle,Diesel,150000.0,Dacia,Logan,5.0,WW au Maroc,Oui,7.0,Excellent,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2016.0,Manuelle,Diesel,120000.0,Toyota,Auris,5.0,WW au Maroc,Non,6.0,Très bon,135000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Rabat,2020.0,Automatique,Diesel,100000.0,Alfa Romeo,Giulia,5.0,WW au Maroc,Oui,8.0,Excellent,270000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Safi,2011.0,Manuelle,Diesel,190000.0,Hyundai,Accent,5.0,Dédouanée,Non,5.0,Excellent,75000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Rabat,2010.0,Manuelle,Essence,50000.0,Chery,QQ,3.0,,,,,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khemisset,2018.0,Automatique,Diesel,95000.0,Renault,Clio,3.0,WW au Maroc,Non,4.0,Excellent,135000,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
Meknès,2014.0,Automatique,Diesel,200000.0,Volkswagen,Golf 7,5.0,Dédouanée,Non,7.0,Excellent,150000,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
Casablanca,2020.0,Manuelle,Diesel,5000.0,Opel,Crossland,5.0,WW au Maroc,,,,149000,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
Kénitra,2008.0,Automatique,Diesel,100000.0,Mercedes-Benz,240,,,,,,136000,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1
Tanger,2021.0,Manuelle,Diesel,100000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,,138000,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1
Rabat,2024.0,Automatique,Essence,10000.0,Dacia,Logan,5.0,,,,,148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2010.0,Automatique,Diesel,250000.0,Ford,Mondeo,5.0,WW au Maroc,Non,8.0,Très bon,88000,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Casablanca,2018.0,Automatique,Diesel,90000.0,Audi,A3,5.0,WW au Maroc,Oui,8.0,Excellent,260000,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1
Fès,2021.0,Manuelle,Diesel,90000.0,Peugeot,Rifter,5.0,WW au Maroc,Non,6.0,Excellent,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fès,2021.0,Manuelle,Diesel,90000.0,Peugeot,Rifter,5.0,WW au Maroc,Non,6.0,Excellent,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chichaoua,2016.0,Automatique,Diesel,140000.0,Volkswagen,Touran,5.0,Dédouanée,Non,6.0,Excellent,225000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2022.0,Automatique,Diesel,95000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Excellent,189000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2021.0,Automatique,Other,150000.0,Tesla,Model 3,5.0,Dédouanée,Oui,4.0,Excellent,380000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Salé,2020.0,Manuelle,Diesel,80000.0,Ford,Fiesta,5.0,WW au Maroc,Oui,6.0,Excellent,135000,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Tanger,2018.0,Automatique,Diesel,130000.0,Volkswagen,Tiguan,5.0,Importée neuve,Non,8.0,Très bon,363000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Jadida,2003.0,Automatique,Essence,140000.0,Ford,Focus,5.0,Dédouanée,Non,11.0,Très bon,35000,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
Marrakech,2020.0,Manuelle,Diesel,150000.0,Nissan,Micra,,,,,,136000,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
Casablanca,2019.0,Automatique,Diesel,100000.0,Mercedes-Benz,Classe A,5.0,WW au Maroc,Non,8.0,Excellent,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2013.0,Manuelle,Diesel,110000.0,Renault,Clio,5.0,Pas encore dédouanée,Non,7.0,Bon,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nador,2006.0,Manuelle,Essence,250000.0,Hyundai,Atos,5.0,WW au Maroc,Non,5.0,Bon,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2008.0,Manuelle,Diesel,300000.0,Renault,Megane,5.0,WW au Maroc,Non,6.0,Bon,79000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Driouch,2015.0,Automatique,Diesel,180000.0,Mercedes-Benz,220,5.0,Dédouanée,Oui,8.0,Excellent,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Settat,2012.0,Manuelle,Diesel,200000.0,Alfa Romeo,Giulietta,5.0,Dédouanée,Non,8.0,Très bon,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agadir,2023.0,Automatique,Essence,20000.0,Dacia,Spring,5.0,WW au Maroc,Oui,6.0,Excellent,140000,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
El Hajeb,2016.0,Manuelle,Diesel,10000.0,Kia,Sportage,5.0,WW au Maroc,Non,7.0,Neuf,160000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
Rabat,2020.0,Manuelle,Essence,0.0,Toyota,Yaris,5.0,WW au Maroc,Non,6.0,Très bon,110000,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1
Marrakech,2020.0,Manuelle,Diesel,120000.0,Dacia,Dokker,5.0,WW au Maroc,Non,7.0,Excellent,145000,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1
Meknès,1998.0,Manuelle,Diesel,350000.0,Renault,Megane,5.0,Dédouanée,Non,7.0,Bon,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salé,2014.0,Manuelle,Diesel,200000.0,Mitsubishi,L200,3.0,WW au Maroc,Non,9.0,Excellent,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oujda,2008.0,Manuelle,Essence,110000.0,Renault,Clio,5.0,,,,,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khénifra,1998.0,Manuelle,Diesel,10000.0,Volkswagen,Golf 2,5.0,Dédouanée,Non,6.0,Très bon,30000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Salé,2020.0,Manuelle,Diesel,180000.0,Mitsubishi,Canter,3.0,WW au Maroc,Oui,10.0,Excellent,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,140000.0,Volkswagen,Touareg,5.0,WW au Maroc,Non,12.0,Très bon,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ain Harrouda,2019.0,Manuelle,Diesel,40000.0,Renault,Kangoo,5.0,WW au Maroc,Oui,6.0,Très bon,102000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2019.0,Automatique,Diesel,180000.0,Renault,Clio,5.0,WW au Maroc,Oui,7.0,Excellent,137000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Agadir,2016.0,Manuelle,Diesel,15000.0,Volkswagen,Golf 7,5.0,Dédouanée,,,,220000,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1
Taroudant,2005.0,Manuelle,Diesel,180000.0,Kia,Carens,5.0,WW au Maroc,Non,8.0,Excellent,55000,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1
Tifelt,2019.0,Manuelle,Diesel,170000.0,Renault,Kangoo,,,,,,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2017.0,Automatique,Diesel,160000.0,Renault,Clio,,,,,,118000,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
Chichaoua,2015.0,Automatique,Diesel,170000.0,Skoda,Octavia,5.0,WW au Maroc,Non,8.0,Excellent,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2014.0,Automatique,Diesel,200000.0,Alfa Romeo,Giulietta,5.0,WW au Maroc,Non,8.0,Excellent,123000,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Casablanca,2022.0,Manuelle,Diesel,100000.0,Renault,Express,,,,,,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2018.0,Automatique,Diesel,250000.0,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12.0,Très bon,175000,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Berrechid,2020.0,Manuelle,Diesel,120000.0,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8.0,Excellent,275000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Temara,2004.0,Manuelle,Diesel,25000.0,Renault,Laguna,,,,,,65000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Casablanca,2024.0,Automatique,Other,15000.0,Toyota,Corolla,5.0,WW au Maroc,Oui,7.0,Excellent,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2022.0,Automatique,Diesel,55000.0,Hyundai,Tucson,5.0,WW au Maroc,Oui,6.0,Excellent,329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agadir,2016.0,Automatique,Diesel,180000.0,Volkswagen,Caddy,5.0,WW au Maroc,Non,6.0,Excellent,167000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2006.0,Manuelle,Essence,130000.0,Nissan,Primera,5.0,WW au Maroc,Oui,10.0,Bon,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2006.0,Manuelle,Essence,130000.0,Nissan,Primera,5.0,WW au Maroc,Oui,10.0,Bon,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2015.0,Manuelle,Diesel,180000.0,Citroën,Nemo,5.0,WW au Maroc,Non,6.0,Excellent,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouskoura,2010.0,Automatique,Essence,60000.0,Porsche,Panamera,5.0,,,,,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabat,2019.0,Manuelle,Diesel,300000.0,Fiat,Doblo,5.0,WW au Maroc,Oui,6.0,Bon,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Manuelle,Essence,100000.0,Kia,Picanto,5.0,WW au Maroc,Oui,6.0,Très bon,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Hajeb,2008.0,Manuelle,Essence,15000.0,Chery,Tiggo,5.0,Importée neuve,Non,11.0,Excellent,39000,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
Agadir,2006.0,Manuelle,Diesel,190000.0,Volkswagen,Passat,5.0,Dédouanée,Non,8.0,Très bon,105000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Béni Mellal,2013.0,Manuelle,Diesel,0.0,Fiat,Doblo,5.0,Dédouanée,Non,5.0,Excellent,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2016.0,Automatique,Diesel,250000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Très bon,112000,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
Béni Mellal,2023.0,Manuelle,Diesel,100000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Très bon,150000,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
Kénitra,2017.0,Automatique,Diesel,120000.0,Audi,A6,5.0,,,,,280000,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
Safi,2021.0,Automatique,Diesel,80000.0,Hyundai,Tucson,5.0,WW au Maroc,Non,7.0,Excellent,271000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marrakech,2019.0,Automatique,Diesel,200000.0,Skoda,Octavia,5.0,WW au Maroc,Oui,8.0,Excellent,192500,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
Casablanca,2022.0,Manuelle,Diesel,80000.0,Dacia,Lodgy,5.0,WW au Maroc,Non,6.0,Très bon,165000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Tétouan,2018.0,Manuelle,Diesel,100000.0,Dacia,Sandero,5.0,WW au Maroc,Oui,6.0,Très bon,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2019.0,Manuelle,Diesel,120000.0,Renault,Kangoo,5.0,WW au Maroc,Oui,6.0,Excellent,145000,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
Fès,2016.0,Manuelle,Diesel,25000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Excellent,90000,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1
Temara,2022.0,Automatique,Essence,40000.0,Renault,Clio,5.0,WW au Maroc,Oui,5.0,Excellent,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tétouan,2019.0,Automatique,Diesel,85000.0,Seat,Ateca,5.0,WW au Maroc,Oui,8.0,Excellent,270000,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1
